"restaurant_id","restaurant_name","restaurant_type","area","dine_rating","dine_reviews","delivery_rating","delivery_reviews","cost_for_two","liked"
"942","Burger King","Quick Bites","Phoenix Market City, Viman Nagar","3.9","1418","3.5","176","500","Burgers, Mango Milkshake, Mutton Whopper, Mutton Burger, Chicken Fries, Tikki, Chicken Tandoori Grill"
"943","Burger King","Food Court","Amanora Town Centre, Hadapsar","3.9","296","3.9","1022","500","Burgers, Chicken Whopper, Veg Burger"
"944","Burger King","Quick Bites","Seasons Mall, Magarpatta","3.1","551","3.7","9980","500","Burgers, Fries, Chicken Whopper, Whopper Burger, Veg Whopper, Chicken Patty, Chilly Cheese Burger"
"945","Burger King","Quick Bites","Westend Mall, Aundh","3.8","681","3.9","113","500","Burgers, Chicken Fries, Veg Whopper, Veg Pattice, Fried Potato, Chocolate Sundae, Chicken Whopper Burger"
"946","Burger King","Quick Bites","Chinchwad","3.1","60","3.8","384","500",""
"947","Pind Punjab","Casual Dining","Kharadi","3.8","1521","3.9","285","800","Lassi, Dal Makhani, Butter Chicken, Tandoori Chicken, Biryani, Veg Thali, Roti"
"948","Pind Punjab","Casual Dining","Hinjawadi","3.6","163","3.9","2597","800","Dal Makhani, Gulab Jamun, Jalebi Rabri, Chole Bhature, Butter Naan, Tandoori Momos, Soya Chaap"
"949","Pind Punjab","Casual Dining","Viman Nagar","3.5","96","4.1","810","800",""
"950","Pind Punjab","Casual Dining","Kalyani Nagar","3.4","281","3.8","3716","800","Butter Chicken, Biryani, Veg Thali, Naan"
"951","Pind Punjab","Casual Dining","Koregaon Park","3.1","122","3.8","1689","800","Tandoori Chicken, Dal Makhani, Chicken Thali, Chicken Biryani, Naan"
"952","Henny's Gourmet","Food Truck,Dessert Parlor","Wanowrie","4.7","1362","0.0","0","300","Banana Caramel, Banana Nutella Waffle, Belgium Chocolate, Cream Mango, Banana Waffles, Blueberry Waffles, Chocolate Waffles"
"953","Crazy Cheesy","Quick Bites","Sinhgad Road","3.8","152","3.6","31","450",""
"954","Chaats And Wraps","Quick Bites","Viman Nagar","4.7","528","3.7","1184","500","Chaat, Gol Gappe, Nachos, Chole Kulche, Paratha, Pav Bhaji, Masala Tikka"
"955","Jashn","Casual Dining","Salunkhe Vihar Road","4.1","1629","3.8","3491","950","Mocktails, Butter Chicken, Tea, Butter Naan, Paneer Tikka Masala, Shawarma, Tandoori Chicken"
"956","Teri Rajput","Quick Bites","Koregaon Park","4.2","765","4.1","9287","300","Lassi, Chole Bhature, Paratha, Thali, Rajma, Samosa, Rasmalai"
"957","Hinglish Cafe","Café","Shivaji Nagar","3.8","27","0.0","0","500",""
"958","Masaledar Biryani House","Quick Bites","Sadashiv Peth","4.0","223","3.9","22","550",""
"959","7th Heaven","Bakery","Pimple Saudagar","3.7","25","0.0","0","400",""
"960","Vernekar's Goan Fish Curry","Quick Bites","Karve Nagar","4.2","191","4.5","565","400","Sea Food, Fish Thali, Fish Fry, Surmai Thali, Goan Fish Curry"
"961","Biryani By Kilo","","Wanowrie","3.9","380","0.0","0","700",""
"962","PK Biryani House","Casual Dining","Karve Nagar","4.1","647","4.0","941","500","Pandhra Rassa, Tandoori Chicken, Chicken Handi, Vegetable Biryani, Dum Biryani, Mutton Masala, Egg Biryani"
"963","Hotel Jagdamba","Casual Dining","Shivapur","4.6","1104","0.0","0","600","Mutton Thali, Mutton Fry, Chicken Thali, Gavran Chicken, Sev Bhaji, Vegetarian, Chicken Fry"
"964","Marz-O-Rin","Quick Bites,Confectionery","MG Road","4.3","3589","4.5","3102","300","Chutney Sandwich, Pasta, Burgers, Chicken Sandwich, Rolls, Apple Juice, Spaghetti"
"965","Abhishek Veg Restaurant","Casual Dining","Erandwane","4.2","1191","3.8","1316","600","Pav Bhaji, Brownie Chocolate, Masala Papad, Jeera Rice, Masala Dosa, Veg Jalfrezi, Paneer Tikka"
"966","Cafe Goodluck","Quick Bites","Deccan Gymkhana","4.4","7077","3.9","301","800","Bun Maskas, Tea, Rumali Roti, Omelette, Irani Chai, Chicken Tikka Sandwich, Biryani"
"967","Crazy Cheesy","Quick Bites","Sinhgad Road","3.8","152","3.6","31","450",""
"968","Crazy Cheesy","Café","Warje","3.7","25","0.0","0","450",""
"969","Crazy Cheesy","Café","Tilak Road","4.5","1142","4.0","433","450","Pasta, Fries, Sandwich, Tandoor Paneer Pizza, Burgers, Brownie, Peppy Paneer Pizza"
"970","Crazy Cheesy Cafe","Café","Katraj","4.0","504","0.0","0","450","Fries, Coffee, Nachos, Tandoor Paneer Pizza, Cheesy Pizza, Pasta, Tandoori Pizza"
"971","Crazy Cheesy","Café,Quick Bites","Balewadi","3.8","306","3.5","186","450","Sandwich, Tandoor Paneer Pizza, Peri Peri Pizza, Nachos, Veggie Pizza, Fries, Fried Cheese"
"972","Crazy Cheesy","Café","Sadashiv Peth","4.5","1482","4.1","496","450","Pasta, Sandwich, Fries, Tandoor Paneer Pizza, Chocolava, Mocktails, Peppy Paneer Pizza"
"973","Crazy Cheesy","Quick Bites","Kothrud","4.1","1","3.8","0","450",""
"974","Crazy Cheesy","","Shivaji Nagar","0.0","0","0.0","0","450",""
"975","7th Heaven","Bakery","Pimple Saudagar","3.7","25","0.0","0","400",""
"976","7th Heaven","Bakery","Baner","4.3","484","4.0","2331","400","Belgium Chocolate Cake, Chocolava Cake, Cream Cake, Cheesecake, Chocolate Pastry, Chocolate Truffle Cake, Lava Cake"
"977","7th Heaven","Bakery","Bavdhan","3.6","26","3.9","43","400",""
"978","7th Heaven","Bakery","Nigdi","3.7","13","4.3","114","400",""
"979","7th Heaven","Bakery,Quick Bites","Kalyani Nagar","3.6","4","0.0","0","400",""
"980","7th Heaven","Bakery","Hadapsar","0.0","0","0.0","0","500",""
"981","Biryani By Kilo","","Wanowrie","3.9","380","0.0","0","700",""
"982","Biryani By Kilo","","Kharadi","3.8","750","0.0","0","700","Murgh Ghee Roast, Phirni, Chicken Biryani, Vegetable Biryani, Nawabi Paneer, Raita, Mutton Galouti Kabab"
"983","Biryani By Kilo","","Wakad","3.4","819","0.0","0","700",""
"984","Biryani By Kilo","","Baner","3.8","342","0.0","0","700","Firni, Hyderabadi Biryani"
"985","Tawa Street","","Sinhgad Road","4.0","4176","0.0","0","550",""
"986","Punjabi Paratha Junction","Quick Bites","Akurdi","3.8","72","3.7","373","200",""
"987","Eat & Repeat Cafe","Quick Bites","Shivaji Nagar","0.0","0","0.0","0","300",""
"988","Samudra","Casual Dining","Erandwane","4.3","945","4.2","9931","800","Pav Bhaji, Coffee, Mysore Dosa, Medu Vada, Masala Pav, Dal Kichadi, Malai Kofta"
"989","Starbucks Coffee","Café","Koregaon Park","4.7","1344","4.1","1652","700","Coffee, Hot Chocolate, Sandwich, Hazelnut Latte, Brownie, Chocolate Cake, Cappuccino"
"990","KGN Xprs","Quick Bites","Hinjawadi","3.8","179","4.1","4390","450","Tandoori Chicken, Chicken Rara, Crispy Chicken, Palak Paneer, Tikka Biryani, Biryani Combo, Tangdi Chicken"
"991","Santosh Bakery","Bakery","Shivaji Nagar","4.5","3778","0.0","0","100","Veg Puff, Veg Pattice, Cupcake, Creamy Roll, Coconut Cake, Mava Cake, Brownie Chocolate"
"992","Chole Di Rasoi","Quick Bites","Pimple Saudagar","3.8","44","0.0","0","300",""
"993","AwwSome Bite","Quick Bites","Chinchwad","3.9","220","3.8","1415","400","Rolls, Pizza, Mojito, Pink Sauce Pasta, French Fries, Cheese Sandwich, Fried Cheese"
"994","Jugaadi Katta","","Hadapsar","3.9","187","0.0","0","300","White Sauce Pasta, Burgers, Sandwich, Popcorn, Chicken Roll, Vada Pav"
"995","Uncle's Chinese","Casual Dining","Koregaon Park","4.3","2437","4.1","113","750","Noodle, Wonton Soup, Momos, Mocktails, Thukpa, Tom Yum Soup, Chicken Lollipop"
"996","Surve's Pure Non-Veg","Casual Dining","FC Road","4.5","1143","4.3","1265","550","Chicken Thali, Mutton Thali, Chicken Rassa, Mutton Fry, Mutton Soup, Chicken Fry, Mutton Keema"
"997","Aromas Biryani House","","Baner","3.1","438","0.0","0","500",""
"998","Chini Chor","Sweet Shop,Quick Bites","Kharadi","3.8","273","3.0","1721","250",""
"999","Masala World","Quick Bites","Kharadi","3.9","82","3.3","347","450","Chicken Biryani, Chicken Masala, Butter Chicken, Dal Makhani"
"1000","Tawa Street","","Sinhgad Road","4.0","4176","0.0","0","550",""
"1001","Tawa Street","Casual Dining","Viman Nagar","4.1","1584","3.2","164","550","Butter Chicken, Dal Makhani, Tawa Chicken, Chicken Keema, Rumali Roti, Chole, Mughlai Chicken"
"1002","Tawa Street","","Wakad","3.6","957","0.0","0","550",""
"1003","Tawa Street","Quick Bites","Magarpatta","4.0","151","3.3","1305","550","Butter Chicken, Paneer Malai Tikka, Naan, Tawa Chicken, Vegetable Biryani, Tandoori Chicken, Veg Thali"
"1004","Tawa Street","","Hinjawadi","0.0","0","0.0","0","550",""
"1005","Starbucks Coffee","Café","Koregaon Park","4.7","1344","4.1","1652","700","Coffee, Hot Chocolate, Sandwich, Hazelnut Latte, Brownie, Chocolate Cake, Cappuccino"
"1006","Starbucks Coffee","Café","Kothrud","4.2","327","4.2","1078","700","Coffee, Hot Chocolate, Hazelnut Latte, Red Velvet Pastry, Java Chip Frappuccino"
"1007","Starbucks Coffee","Café","Balewadi High Street, Baner","4.1","264","4.2","1077","700","Hot Chocolate, Blueberry Cheesecake, Red Velvet Cake, Hot Coffee, Brownie, Croissant, Cappuccino"
"1008","Starbucks Coffee","Café","FC Road","4.4","791","4.4","748","700","Hot Chocolate, Sandwich, Hazelnut Latte, Brewed Coffee, Hot Coffee, Cappuccino, Frappuccino"
"1009","Starbucks Coffee","Café","Kalyani Nagar","2.7","20","4.4","213","700",""
"1010","Starbucks Coffee","Café","Aundh","4.2","610","4.3","745","700","Hot Chocolate, Hot Coffee, Hazelnut Latte, Sandwich, Vanilla Latte, Chaat, Mocha Frappuccino"
"1011","Starbucks Coffee","Café","Westend Mall, Aundh","3.9","115","0.0","0","700","Sandwich, Hot Coffee, Java Chip Frappuccino, Cappuccino"
"1012","Starbucks Coffee","Café","Amanora Town Centre, Hadapsar","4.1","298","0.0","0","700","Caramel Frappuccino, Croissant, Caramel Macchiato, Espresso, Hot Coffee, Red Velvet Cake, Vanilla Latte"
"1013","Starbucks Coffee","Café","Seasons Mall, Magarpatta","4.1","256","4.0","758","700","Cappuccino, Hot Chocolate, Hazelnut Latte, Chaat, Hot Coffee, Sandwich, Red Velvet Pastry"
"1014","Starbucks Coffee","Café","The Pavillion, Senapati Bapat Road","3.9","72","4.4","456","700",""
"1015","Starbucks Coffee","Café","Phoenix Market City, Viman Nagar","4.3","461","4.4","1339","700","Coffee, Cappuccino, Hot Chocolate, Croissant, White Chocolate Mocha, Hazelnut Latte, Cafe Mocha"
"1016","Starbucks Coffee","Café","Kharadi","3.5","58","0.0","0","700","Coffee, Sandwich"
"1017","Starbucks Coffee","Café","Kharadi","0.0","0","0.0","0","700",""
"1018","KGN Xprs","Quick Bites","Hinjawadi","3.8","179","4.1","4390","450","Tandoori Chicken, Chicken Rara, Crispy Chicken, Palak Paneer, Tikka Biryani, Biryani Combo, Tangdi Chicken"
"1019","KGN Xprs","Quick Bites","Chinchwad","3.5","99","3.9","1512","450","Biryani, Tandoori Chicken"
"1020","KGN Xprs","Quick Bites","Wakad","4.0","372","3.3","3691","400","Tandoori Chicken, Chicken Biryani, Fried Rice Chicken, Pahadi Kebab"
"1021","KGN Xprs","Quick Bites","FC Road","3.6","30","4.1","78","650",""
"1022","KGN Xprs","Quick Bites","Bavdhan","3.5","41","3.6","94","450",""
"1023","KGN Xprs","Quick Bites","Wakad","3.3","35","0.0","0","400",""
"1024","KGN Xprs","Quick Bites","Ravet","3.6","33","4.1","204","450",""
"1025","KGN Xprs","","Nigdi","4.0","1024","0.0","0","500",""
"1026","KGN Xprs","Quick Bites","Chinchwad","3.0","36","3.9","883","300",""
"1027","KGN Xprs","Quick Bites","Baner","3.8","242","0.0","0","450","Tandoori Chicken, Chicken Dum Biryani"
"1028","KGN Xprs","Quick Bites","Kothrud","3.4","4","0.0","0","450",""
"1029","KGN Xprs","Quick Bites","Bibvewadi","0.0","0","0.0","0","450",""
"1030","Surve's Pure Non-Veg","Casual Dining","FC Road","4.5","1143","4.3","1265","550","Chicken Thali, Mutton Thali, Chicken Rassa, Mutton Fry, Mutton Soup, Chicken Fry, Mutton Keema"
"1031","Surve's Pure Non-Veg","Casual Dining","Viman Nagar","4.5","648","3.9","1772","550","Chicken Thali, Mutton Thali, Anda Curry, Non Veg Thali, Biryani, Egg Masala, Chicken Pakora"
"1032","Surve's Pure Non-Veg","Casual Dining","East Street","4.0","160","4.5","358","550","Mutton Thali, Chicken Masala, Dalcha Mutton"
"1033","Surve's Pure Non-Veg","Casual Dining","Kothrud","3.5","63","4.1","254","550",""
"1034","Panchami Pure Veg","Casual Dining","Parvati","4.0","530","4.2","1738","600","Thali, Pav Bhaji, Dal Tadka, Masala Papad, Spring Roll, Idli, Tomato Soup"
"1035","Burger 11","","Kalyani Nagar","4.5","189","0.0","0","550","Burgers, Veg Burger, Fish, Chicken Burger, Cheesy Chicken, Masala Fries, Sandwich"
"1036","Hilton Chinese House","Casual Dining","Karve Nagar","3.7","171","2.9","1219","800",""
"1037","Ramsar Bakery","Bakery","Shivaji Nagar","4.2","3377","0.0","0","200",""
"1038","Veg Katta","Quick Bites","Kothrud","3.5","23","3.9","33","300",""
"1039","Cafe Samosa Corner","Quick Bites","Kondhwa","4.0","264","4.4","6526","100","Samosa"
"1040","Eagle Boys Pizzeria & Cafe","Quick Bites","Kothrud","3.8","56","3.9","22","500",""
"1041","Behrouz Biryani","","Pimple Gurav","3.9","3225","0.0","0","700","Gulab Jamun, Basmati Rice, Gosht Biryani, Mint Raita, Murgh Makhani, Falafel, Biryani Box"
"1042","Lama Momos","Quick Bites","Hadapsar","3.7","16","0.0","0","200",""
"1043","Mad Momos","Quick Bites","Pimple Saudagar","2.9","508","3.4","101","400","Mad Momos, Burgers, Sandwich, Fries, Pizza, Chicken Jumbo Burger, Tandoori Momos"
"1044","Swad Gomantak","Casual Dining","Wakad","4.1","210","3.2","322","1000","Sea Food, Sol Kadhi, Thali, Tandoori Chicken, Malvani Chicken, Surmai Tava Fry, Fish Finger"
"1045","The French Window Patisserie","Café,Dessert Parlor","Koregaon Park","4.9","1581","4.5","430","600","Coffee, Hot Chocolate, Tiramisu, Sandwich, Cheesecake, Chicken Quiche, Chocolate Pastry"
"1046","Swastik Pure Veg","Food Court","Kharadi","3.8","124","3.1","854","300",""
"1047","PK Burger & Kabab Point","Quick Bites","Camp Area","4.1","265","3.8","4385","300","Burgers, Chicken Burger"
"1048","B Box","","Balewadi","3.9","636","0.0","0","400","Raita, Chicken Tikka Biryani, Hyderabadi Biryani, Vegetable Biryani, Paneer Biryani, Lucknowi Biryani, Chicken Dum Biryani"
"1049","Eagle Boys Pizzeria & Cafe","Quick Bites","Kothrud","3.8","56","3.9","22","500",""
"1050","Eagle Boys Pizzeria & Cafe","Quick Bites","Pimple Saudagar","3.5","133","2.8","1386","500","Garlic Bread, Cheesy Pizza"
"1051","Eagle Boys Pizzeria & Cafe","Casual Dining","Seasons Mall, Magarpatta","3.4","161","2.6","1460","500","Pizza, Garlic Bread, Pasta"
"1052","Eagle Boys Pizzeria & Cafe","Casual Dining","Pimpri","3.5","25","0.0","0","500",""
"1053","Eagle Boys Pizzeria & Cafe","Casual Dining","Chakan","0.0","0","0.0","0","500",""
"1054","Behrouz Biryani","","Pimple Gurav","3.9","3225","0.0","0","700","Gulab Jamun, Basmati Rice, Gosht Biryani, Mint Raita, Murgh Makhani, Falafel, Biryani Box"
"1055","Behrouz Biryani","","Viman Nagar","4.1","1802","0.0","0","700","Gulab Jamun, Falafel, Mutton Biryani, Mint Raita, Buttermilk, Non Veg Biryani, Chicken Sausages"
"1056","Behrouz Biryani","","Camp Area","4.2","1642","0.0","0","700","Gulab Jamun, Paneer Subz Biryani, Chocolate Fantasy, Mint Raita, Gosht Dum Biryani, Shahi Biryani, Dum Ghost Biryani"
"1057","Behrouz Biryani","","Ravet","4.2","1310","0.0","0","700","Gulab Jamun, Chicken Keema, Mint Raita, Gosht Dum Biryani, Subz-e-biryani, Paneer Biryani"
"1058","Behrouz Biryani","","NIBM Road","4.0","3014","0.0","0","700","Gulab Jamun, Mint Raita, Dum Ghost Biryani, Gosht Dum Biryani, Mutton Biryani, Paneer Biryani, Vegetable Biryani"
"1059","Behrouz Biryani","","Baner","4.1","5542","0.0","0","700","Gulab Jamun, Vegetable Biryani, Mutton Biryani, Mint Raita, Paneer Subz Biryani, Dum Ghost Biryani, Gosht Dum Biryani"
"1060","Behrouz Biryani","","Bibvewadi","4.2","1370","0.0","0","700","Gulab Jamun, Hyderabadi Biryani, Falafel, Mint Raita, Paneer Subz Biryani, Dum Ghost Biryani, Gosht Dum Biryani"
"1061","Behrouz Biryani","","Karve Nagar","4.1","5730","0.0","0","700","Gulab Jamun, Vegetable Biryani, Mirch Ka Saalan, Falafel, Mint Raita, Chicken Biryani, Subz Biryani"
"1062","Behrouz Biryani","","Wakad","3.8","5861","0.0","0","700","Gulab Jamun, Raita, Falafel, Vegetable Biryani, Subz Biryani, Chocolate Fantasy, Paneer Biryani"
"1063","Behrouz Biryani","","Hinjawadi","3.9","1451","0.0","0","700","Gulab Jamun, Hyderabadi Biryani, Falafel, Mint Raita, Biryani Box, Gosht Dum Biryani"
"1064","Behrouz Biryani","","Sinhgad Road","4.1","3843","0.0","0","700","Gulab Jamun, Mint Raita, Biryani Box, Gosht Dum Biryani, Paneer Subz Biryani, Vegetable Biryani, Chicken Tenders"
"1065","Behrouz Biryani","","Sinhgad Road","4.3","348","0.0","0","700",""
"1066","Behrouz Biryani","","Chinchwad","3.9","4131","0.0","0","700","Gulab Jamun, Paneer Subz Biryani, Raita, Basmati Rice, Chicken Biryani, Falafel, Mutton Biryani"
"1067","Behrouz Biryani","","Kharadi","4.1","520","0.0","0","700","Gulab Jamun, Mint Raita, Falafel, Dum Ghost Biryani, Vegetable Biryani, Paneer Subz Biryani"
"1068","Behrouz Biryani","","Erandwane","4.4","251","0.0","0","700",""
"1069","Behrouz Biryani","","Pimple Nilakh","3.7","226","0.0","0","700",""
"1070","Behrouz Biryani","","Shaniwar Peth","4.2","3537","0.0","0","700","Gulab Jamun, Bhuna Chicken, Mint Raita, Paneer Subz Biryani, Gosht Dum Biryani"
"1071","Behrouz Biryani","","Wagholi","4.2","2408","0.0","0","700","Gulab Jamun, Gosht Dum Biryani, Mint Raita, Paneer Biryani"
"1072","Behrouz Biryani","","Mundhwa","3.9","317","0.0","0","700",""
"1073","Behrouz Biryani","","Destination Centre, Magarpatta","3.9","6001","0.0","0","700","Gulab Jamun, Chicken Bhuna Biryani, Vegetable Biryani, Mint Raita, Biryani Box, Paneer Biryani, Chicken Tenders"
"1074","Behrouz Biryani","","Katraj","3.9","3883","0.0","0","700","Gulab Jamun, Mint Raita, Dum Ghost Biryani, Pudina Raita, Vegetable Biryani, Paneer Subz Biryani, Mutton Biryani"
"1075","Behrouz Biryani","","Bavdhan","3.8","3052","0.0","0","700","Gulab Jamun, Falafel, Paneer Subz Biryani, Mint Raita, Chicken Kofta, Basmati Rice, Murgh Makhani"
"1076","Behrouz Biryani","","Bhosari","4.0","1759","0.0","0","700","Gulab Jamun, Chocolate Fantasy, Vegetable Biryani, Mint Raita, Meatballs, Falafel, Mutton Biryani"
"1077","Behrouz Biryani","","Wadgaon Sheri","4.0","5565","0.0","0","700","Gulab Jamun, Plain Rice, Mint Raita, Mirch Ka Saalan, Paneer Subz Biryani, Mutton Biryani, Gosht Biryani"
"1078","Behrouz Biryani","Casual Dining","Hadapsar","3.6","106","0.0","0","700","Biryani, Gulab Jamun, Raita, Meatballs, Chocolate Fantasy, Falafel, Chocolava Cake"
"1079","Behrouz Biryani","","Hinjawadi","0.0","0","0.0","0","700",""
"1080","Behrouz Biryani","","Salunkhe Vihar Road","4.3","2909","0.0","0","700","Gulab Jamun, Mint Raita, Chicken Biryani, Basmati Rice, Chocolate Fantasy, Paneer Subz Biryani, Dum Gosht"
"1081","Behrouz Biryani","","Kharadi","3.9","3110","0.0","0","700","Gulab Jamun, Mint Raita, Pudina Raita, Chicken Biryani, Falafel, Chocolava Cake, Vegetable Biryani"
"1082","Behrouz Biryani","","Katraj","3.9","19","0.0","0","700",""
"1083","Behrouz Biryani","","Wakad","3.6","174","0.0","0","700","Gulab Jamun, Chicken Biryani, Vegetable Biryani, Mint Raita, Falafel, Paneer Subz Biryani, Gosht Dum Biryani"
"1084","Behrouz Biryani","","Sinhgad Road","4.2","446","0.0","0","700",""
"1085","Behrouz Biryani","","Lohegaon","4.2","2737","0.0","0","700","Gulab Jamun, Raita, Plain Rice, Paneer Biryani, Vegetable Biryani, Chicken Biryani, Chocolava Cake"
"1086","Behrouz Biryani","","Pimple Saudagar","3.7","4818","0.0","0","700","Gulab Jamun, Raita, Chicken Biryani, Falafel, Gosht Dum Biryani, Buttermilk, Chocolava Cake"
"1087","Mad Momos","Quick Bites","Pimple Saudagar","2.9","508","3.4","101","400","Mad Momos, Burgers, Sandwich, Fries, Pizza, Chicken Jumbo Burger, Tandoori Momos"
"1088","Mad Momos","","Viman Nagar","3.5","208","0.0","0","400","Mad Momos, Burgers, Sandwich, Masala Maggi, Chicken Jumbo Burger, Fries, Iced Tea"
"1089","Mad Momos","","Hadapsar","3.6","11","0.0","0","400","Mad Momos, Burgers, Pizza, Chicken Momo, Nachos, Iced Tea, Veg Momos"
"1090","Mad Momos","","Vishrantwadi","3.7","4074","0.0","0","400","Veg Momos, Tandoori Momos"
"1091","Mad Momos","","Kalyani Nagar","3.8","846","0.0","0","400","Mad Momos"
"1092","Mad Momos","Quick Bites","Kothrud","2.6","42","3.4","322","400",""
"1093","Dime N Dine","Quick Bites","Salunkhe Vihar Road","3.7","46","3.9","120","400",""
"1094","24Fries.in","Quick Bites","Kothrud","4.4","112","0.0","0","300",""
"1095","Little Italy","Casual Dining","Kondhwa","4.2","686","4.2","755","2000","Pizza, Nachos, Chocolate Bomb, Ravioli, Lasagne, Pasta Barbaresca, Spaghetti"
"1096","Assal Vidharbha","Quick Bites","Karve Nagar","3.4","58","3.7","617","300",""
"1097","Baba Ramdev Dhaba","Quick Bites","Nigdi","4.4","2245","4.1","2004","500","Gulab Jamun, Rabri, Chaach, Rajasthani Dal Bati, Daal Baati Churma, Masala Buttermilk, Gatte Ki Subzi"
"1098","Pizza Hut","Casual Dining","Kothrud","3.1","816","4.0","5463","600","Pane Pizza, Tandoor Paneer Pizza, Cheesy Garlic Bread, Tandoori Paneer, Pasta"
"1099","Signature","Casual Dining","Kondhwa","4.1","413","4.0","4025","900","Sea Food, Butter Chicken, Biryani, Tandoori Chicken, Neer Dosa, Chicken Curry, Prawn Curry"
"1100","Relax Pure Veg","","Kothrud","3.7","35","0.0","0","400",""
"1101","Cake N Bake","Bakery,Quick Bites","Wakad","3.5","46","4.2","755","400",""
"1102","Flavour's Of China","","Hadapsar","3.1","181","0.0","0","400",""
"1103","Kolhapuri Fried Chicken","Quick Bites","Viman Nagar","4.1","114","4.0","215","150",""
"1104","Malaka Spice","Casual Dining,Bar","Koregaon Park","4.7","4872","4.1","5310","1800","Cocktails, Mutton Chops, Salad, Lamb Chops, Wine, Fish, Apple Pie"
"1105","Kickass Burgers","","Viman Nagar","3.7","79","0.0","0","400",""
"1106","Spicy Biryani & Roll House","Quick Bites","Senapati Bapat Road","3.4","37","0.0","0","250",""
"1107","The Cafecle","Quick Bites","Pimple Saudagar","3.5","14","0.0","0","300",""
"1108","Little Italy","Casual Dining","Kondhwa","4.2","686","4.2","755","2000","Pizza, Nachos, Chocolate Bomb, Ravioli, Lasagne, Pasta Barbaresca, Spaghetti"
"1109","Little Italy","Casual Dining,Bar","Shivaji Nagar","4.5","2697","4.5","846","1500","Pasta, Pizza, Nachos, Tiramisu, Lasagne, Salad, Chocolate Bomb"
"1110","Little Italy","Casual Dining","Bund Garden Road","4.5","1126","3.9","875","2000","Pasta, Pizza, Nachos, Salad, Chocolate Bomb, Mushroom Soup, Tiramisu"
"1111","Little Italy","Casual Dining","Chinchwad","4.2","640","4.0","640","2000","Pasta, Pizza, Nachos, Salad, Brownie, Tiramisu, Mocktails"
"1112","Little Italy","","Kharadi","3.4","72","0.0","0","200",""
"1113","Pizza Hut","Casual Dining","Kothrud","3.1","816","4.0","5463","600","Pane Pizza, Tandoor Paneer Pizza, Cheesy Garlic Bread, Tandoori Paneer, Pasta"
"1114","Pizza Hut","Food Court","Seasons Mall, Magarpatta","2.8","51","2.9","97","600","Pizza"
"1115","Pizza Hut","Casual Dining","FC Road","3.8","451","4.0","2560","600","Potato Wedges, Chicken Wings, Chicken Pizza, Garlic Bread, Veggie Pizza, Fries, Margherita Pizza"
"1116","Pizza Hut","Casual Dining","Pimpri","3.2","250","3.6","2860","600","Choco Truffle, Garlic Bread, Pane Pizza, Veg Supreme"
"1117","Pizza Hut","Casual Dining","Kalyani Nagar","3.4","405","3.4","2576","600","Masala Lemonade, Supreme Pizza, Pasta, Cheesy Garlic Bread, Mojito, Tandoor Paneer Pizza, Nacho Pizza"
"1118","Pizza Hut","Casual Dining","Katraj","4.0","424","3.6","2512","600","Pane Pizza, Pasta, Garlic Bread"
"1119","Pizza Hut","Casual Dining","City Hub @ WTC, Kharadi","3.4","225","3.6","1832","600","Pizza, Garlic Bread, Potato Wedges, Tandoori Paneer"
"1120","Pizza Hut","Casual Dining","Fatima Nagar","3.5","7","3.5","79","600",""
"1121","Pizza Hut","Casual Dining","Nigdi","3.6","245","3.3","1632","600","Exotic Garlic Bread, Pane Pizza, Pasta, Chicken Pizza, Veggie Pizza"
"1122","Pizza Hut","Casual Dining","Pimple Saudagar","3.5","350","3.6","2124","600","Pane Pizza, Paneer Pizza, Corn Pizza, Pasta, Garlic Bread Stick, Veggie Pizza, Paneer Vegorama"
"1123","Pizza Hut","Casual Dining","Hinjawadi","3.1","501","3.0","2130","600","Masala Lemonade, Pasta, Choco Volcano, Tandoor Paneer Pizza, Margarita, Exotic Garlic Bread, Tandoori Paneer"
"1124","Pizza Hut","Casual Dining","Baner","2.7","13","3.5","121","600",""
"1125","Pizza Hut","Casual Dining","Hinjawadi","3.7","626","2.9","3550","600","Veggie Pizza, Chicken Tikka, Pane Pizza, Cheesy Garlic Bread, Tandoor Paneer Pizza"
"1126","Pizza Hut","Casual Dining","Magarpatta","2.8","182","3.3","2047","600","Pizza, Tandoori Paneer, Garlic Bread"
"1127","Pizza Hut","Casual Dining","Baner","2.8","128","3.2","2519","600","Chicken Supreme Pizza"
"1128","Pizza Hut","Casual Dining","SGS Mall, Camp Area","3.5","484","3.5","1612","600","Garlic Bread, Pasta, Iced Tea, Pane Pizza, Veggie Pizza"
"1129","Pizza Hut","Casual Dining","Amanora Town Centre, Hadapsar","3.9","673","3.2","1367","600","Chicken Wings, Potato Wedges, Paneer Pizza, Lemonade, Cheesy Garlic Bread, Pane Pizza"
"1130","Pizza Hut","Casual Dining","Viman Nagar","3.1","279","3.4","1421","600","Garlic Bread, Chicken Tikka Pizza, Mojito Blast, Potato Wedges, Pasta, Lemonade, Tandoor Paneer Pizza"
"1131","Pizza Hut","Casual Dining","Wanowrie","0.0","0","0.0","0","600",""
"1132","Pizza Hut","Casual Dining","Westend Mall, Aundh","2.8","80","3.8","120","600","Pizza, Paneer Tikka, Cheesy Garlic Bread"
"1133","Pizza Hut","Food Court","The Pavillion, Senapati Bapat Road","3.3","73","3.7","157","600","Pizza"
"1134","Pizza Hut","Casual Dining","Pimpri","2.6","4","0.0","0","600",""
